feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
3.35,False,False,False,False,False,True,False,False,False,False,False,False
3.65,False,False,False,False,False,True,False,False,False,False,False,False
3.65,False,False,False,False,False,True,False,False,False,False,False,False
1.7,False,False,False,False,False,True,False,False,False,False,False,False
0.35,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
1.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
1.3,False,False,False,False,False,True,False,False,False,False,False,False
3.6,False,False,False,False,False,True,False,False,False,False,False,False
1.9,False,False,False,False,False,True,False,False,False,False,False,False
3.6,False,False,False,False,False,True,False,False,False,False,False,False
3.65,False,False,False,False,False,True,False,False,False,False,False,False
1.9,False,False,False,False,False,True,False,False,False,False,False,False
0.3,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
3.2,False,False,False,False,False,True,False,False,False,False,False,False
1.0,False,False,False,False,False,True,False,False,False,False,False,False
0.1,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
7.4,False,False,False,False,False,True,False,False,False,False,False,False
5.9,False,False,False,False,False,True,False,False,False,False,False,False
4.85,False,False,False,False,False,True,False,False,False,False,False,False
4.85,False,False,False,False,False,True,False,False,False,False,False,False
11.1,False,False,False,False,False,True,False,False,False,False,False,False
8.35,False,False,False,False,False,True,False,False,False,False,False,False
7.3,False,False,False,False,False,True,False,False,False,False,False,False
7.2,False,False,False,False,False,True,False,False,False,False,False,False
4.55,False,False,False,False,False,True,False,False,False,False,False,False
1.15,False,False,False,False,False,True,False,False,False,False,False,False
0.15,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
1.0,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.9,False,False,False,False,False,True,False,False,False,False,False,False
3.0,False,False,False,False,False,True,False,False,False,False,False,False
1.55,False,False,False,False,False,True,False,False,False,False,False,False
6.0,False,False,False,False,False,True,False,False,False,False,False,False
7.25,False,False,False,False,False,True,False,False,False,False,False,False
5.8,False,False,False,False,False,True,False,False,False,False,False,False
2.45,False,False,False,False,False,True,False,False,False,False,False,False
3.15,False,False,False,False,False,True,False,False,False,False,False,False
3.3,False,False,False,False,False,True,False,False,False,False,False,False
0.75,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
1.2,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
3.3,False,False,False,False,False,True,False,False,False,False,False,False
10.0,False,False,False,False,False,True,False,False,False,False,False,False
5.7,False,False,False,False,False,True,False,False,False,False,False,False
3.95,False,False,False,False,False,True,False,False,False,False,False,False
5.55,False,False,False,False,False,True,False,False,False,False,False,False
7.8,False,False,False,False,False,True,False,False,False,False,False,False
6.15,False,False,False,False,False,True,False,False,False,False,False,False
4.25,False,False,False,False,False,True,False,False,False,False,False,False
7.05,False,False,False,False,False,True,False,False,False,False,False,False
8.65,False,False,False,False,False,True,False,False,False,False,False,False
8.6,False,False,False,False,False,True,False,False,False,False,False,False
4.95,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
1.0,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
1.15,False,False,False,False,False,True,False,False,False,False,False,False
3.65,False,False,False,False,False,True,False,False,False,False,False,False
3.65,False,False,False,False,False,True,False,False,False,False,False,False
1.7,False,False,False,False,False,True,False,False,False,False,False,False
0.2,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
1.35,False,False,False,False,False,True,False,False,False,False,False,False
3.65,False,False,False,False,False,True,False,False,False,False,False,False
3.6,False,False,False,False,False,True,False,False,False,False,False,False
3.6,False,False,False,False,False,True,False,False,False,False,False,False
1.35,False,False,False,False,False,True,False,False,False,False,False,False
0.2,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
2.65,False,False,False,False,False,True,False,False,False,False,False,False
0.4,False,False,False,False,False,True,False,False,False,False,False,False
1.45,False,False,False,False,False,True,False,False,False,False,False,False
3.6,False,False,False,False,False,True,False,False,False,False,False,False
3.65,False,False,False,False,False,True,False,False,False,False,False,False
3.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
2.85,False,False,False,False,False,True,False,False,False,False,False,False
1.5,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
11.54,False,False,False,False,False,True,False,False,False,False,False,False
17.6,False,False,False,False,False,True,False,False,False,False,False,False
12.04,False,False,False,False,False,True,False,False,False,False,False,False
7.75,False,False,False,False,False,True,False,False,False,False,False,False
1.22,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
8.4,False,False,False,False,False,True,False,False,False,False,False,False
4.92,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
17.9,False,False,False,False,False,True,False,False,False,False,False,False
28.57,False,False,False,False,False,True,False,False,False,False,False,False
29.88,False,False,False,False,False,True,False,False,False,False,False,False
12.52,False,False,False,False,False,True,False,False,False,False,False,False
11.57,False,False,False,False,False,True,False,False,False,False,False,False
17.75,False,False,False,False,False,True,False,False,False,False,False,False
11.05,False,False,False,False,False,True,False,False,False,False,False,False
3.65,False,False,False,False,False,True,False,False,False,False,False,False
6.279999999999999,False,False,False,False,False,True,False,False,False,False,False,False
17.05,False,False,False,False,False,True,False,False,False,False,False,False
17.1,False,False,False,False,False,True,False,False,False,False,False,False
7.07,False,False,False,False,False,True,False,False,False,False,False,False
3.6,False,False,False,False,False,True,False,False,False,False,False,False
1.59,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
1.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
6.869999999999999,False,False,False,False,False,True,False,False,False,False,False,False
14.450000000000001,False,False,False,False,False,True,False,False,False,False,False,False
10.4,False,False,False,False,False,True,False,False,False,False,False,False
7.25,False,False,False,False,False,True,False,False,False,False,False,False
2.69,False,False,False,False,False,True,False,False,False,False,False,False
0.15,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.74,False,False,False,False,False,True,False,False,False,False,False,False
14.4,False,False,False,False,False,True,False,False,False,False,False,False
12.9,False,False,False,False,False,True,False,False,False,False,False,False
7.2,False,False,False,False,False,True,False,False,False,False,False,False
4.33,False,False,False,False,False,True,False,False,False,False,False,False
0.3,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
4.52,False,False,False,False,False,True,False,False,False,False,False,False
27.69,False,False,False,False,False,True,False,False,False,False,False,False
18.759999999999998,False,False,False,False,False,True,False,False,False,False,False,False
3.47,False,False,False,False,False,True,False,False,False,False,False,False
0.2,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
11.540000000000001,False,False,False,False,False,True,False,False,False,False,False,False
9.64,False,False,False,False,False,True,False,False,False,False,False,False
3.51,False,False,False,False,False,True,False,False,False,False,False,False
10.8,False,False,False,False,False,True,False,False,False,False,False,False
27.92,False,False,False,False,False,True,False,False,False,False,False,False
18.310000000000002,False,False,False,False,False,True,False,False,False,False,False,False
10.1,False,False,False,False,False,True,False,False,False,False,False,False
1.33,False,False,False,False,False,True,False,False,False,False,False,False
0.1,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.95,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
7.9399999999999995,False,False,False,False,False,True,False,False,False,False,False,False
12.19,False,False,False,False,False,True,False,False,False,False,False,False
6.37,False,False,False,False,False,True,False,False,False,False,False,False
0.55,False,False,False,False,False,True,False,False,False,False,False,False
8.07,False,False,False,False,False,True,False,False,False,False,False,False
14.450000000000001,False,False,False,False,False,True,False,False,False,False,False,False
9.18,False,False,False,False,False,True,False,False,False,False,False,False
7.0,False,False,False,False,False,True,False,False,False,False,False,False
1.12,False,False,False,False,False,True,False,False,False,False,False,False
0.1,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
3.6,False,False,False,False,False,True,False,False,False,False,False,False
9.97,False,False,False,False,False,True,False,False,False,False,False,False
0.12000000000000001,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
12.690000000000001,False,False,False,False,False,True,False,False,False,False,False,False
19.36,False,False,False,False,False,True,False,False,False,False,False,False
15.66,False,False,False,False,False,True,False,False,False,False,False,False
15.68,False,False,False,False,False,True,False,False,False,False,False,False
10.08,False,False,False,False,False,True,False,False,False,False,False,False
19.45,False,False,False,False,False,True,False,False,False,False,False,False
30.84,False,False,False,False,False,True,False,False,False,False,False,False
12.92,False,False,False,False,False,True,False,False,False,False,False,False
3.75,False,False,False,False,False,True,False,False,False,False,False,False
2.53,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
1.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
1.4300000000000002,False,False,False,False,False,True,False,False,False,False,False,False
14.450000000000001,False,False,False,False,False,True,False,False,False,False,False,False
11.3,False,False,False,False,False,True,False,False,False,False,False,False
7.25,False,False,False,False,False,True,False,False,False,False,False,False
1.71,False,False,False,False,False,True,False,False,False,False,False,False
8.66,False,False,False,False,False,True,False,False,False,False,False,False
8.120000000000001,False,False,False,False,False,True,False,False,False,False,False,False
17.369999999999997,False,False,False,False,False,True,False,False,False,False,False,False
19.33,False,False,False,False,False,True,False,False,False,False,False,False
8.91,False,False,False,False,False,True,False,False,False,False,False,False
9.17,False,False,False,False,False,True,False,False,False,False,False,False
0.55,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.41,False,False,False,False,False,True,False,False,False,False,False,False
14.0,False,False,False,False,False,True,False,False,False,False,False,False
6.27,False,False,False,False,False,True,False,False,False,False,False,False
13.190000000000001,False,False,False,False,False,True,False,False,False,False,False,False
10.4,False,False,False,False,False,True,False,False,False,False,False,False
5.18,False,False,False,False,False,True,False,False,False,False,False,False
0.5,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
7.89,False,False,False,False,False,True,False,False,False,False,False,False
18.23,False,False,False,False,False,True,False,False,False,False,False,False
20.66,False,False,False,False,False,True,False,False,False,False,False,False
11.95,False,False,False,False,False,True,False,False,False,False,False,False
4.25,False,False,False,False,False,True,False,False,False,False,False,False
2.6,False,False,False,False,False,True,False,False,False,False,False,False
0.3,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
1.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
6.97,False,False,False,False,False,True,False,False,False,False,False,False
26.449999999999996,False,False,False,False,False,True,False,False,False,False,False,False
22.42,False,False,False,False,False,True,False,False,False,False,False,False
11.01,False,False,False,False,False,True,False,False,False,False,False,False
7.35,False,False,False,False,False,True,False,False,False,False,False,False
6.95,False,False,False,False,False,True,False,False,False,False,False,False
1.08,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
1.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
6.41,False,False,False,False,False,True,False,False,False,False,False,False
28.85,False,False,False,False,False,True,False,False,False,False,False,False
20.64,False,False,False,False,False,True,False,False,False,False,False,False
10.96,False,False,False,False,False,True,False,False,False,False,False,False
3.85,False,False,False,False,False,True,False,False,False,False,False,False
0.2,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.9,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
9.91,False,False,False,False,False,True,False,False,False,False,False,False
12.43,False,False,False,False,False,True,False,False,False,False,False,False
9.5,False,False,False,False,False,True,False,False,False,False,False,False
3.45,False,False,False,False,False,True,False,False,False,False,False,False
1.37,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
2.88,False,False,False,False,False,True,False,False,False,False,False,False
15.700000000000001,False,False,False,False,False,True,False,False,False,False,False,False
15.700000000000001,False,False,False,False,False,True,False,False,False,False,False,False
15.700000000000001,False,False,False,False,False,True,False,False,False,False,False,False
12.63,False,False,False,False,False,True,False,False,False,False,False,False
8.5,False,False,False,False,False,True,False,False,False,False,False,False
5.4,False,False,False,False,False,True,False,False,False,False,False,False
3.65,False,False,False,False,False,True,False,False,False,False,False,False
1.24,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
2.4,False,False,False,False,False,True,False,False,False,False,False,False
14.450000000000001,False,False,False,False,False,True,False,False,False,False,False,False
10.129999999999999,False,False,False,False,False,True,False,False,False,False,False,False
10.809999999999999,False,False,False,False,False,True,False,False,False,False,False,False
20.12,False,False,False,False,False,True,False,False,False,False,False,False
21.64,False,False,False,False,False,True,False,False,False,False,False,False
10.28,False,False,False,False,False,True,False,False,False,False,False,False
1.81,False,False,False,False,False,True,False,False,False,False,False,False
0.15,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.95,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
6.6899999999999995,False,False,False,False,False,True,False,False,False,False,False,False
14.4,False,False,False,False,False,True,False,False,False,False,False,False
9.66,False,False,False,False,False,True,False,False,False,False,False,False
7.050000000000001,False,False,False,False,False,True,False,False,False,False,False,False
1.3399999999999999,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
4.359999999999999,False,False,False,False,False,True,False,False,False,False,False,False
6.92,False,False,False,False,False,True,False,False,False,False,False,False
9.26,False,False,False,False,False,True,False,False,False,False,False,False
2.16,False,False,False,False,False,True,False,False,False,False,False,False
28.47,False,False,False,False,False,True,False,False,False,False,False,False
25.450000000000003,False,False,False,False,False,True,False,False,False,False,False,False
21.1,False,False,False,False,False,True,False,False,False,False,False,False
15.3,False,False,False,False,False,True,False,False,False,False,False,False
6.859999999999999,False,False,False,False,False,True,False,False,False,False,False,False
0.8899999999999999,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.9,False,False,False,False,False,True,False,False,False,False,False,False
5.720000000000001,False,False,False,False,False,True,False,False,False,False,False,False
11.59,False,False,False,False,False,True,False,False,False,False,False,False
4.48,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
7.9399999999999995,False,False,False,False,False,True,False,False,False,False,False,False
9.040000000000001,False,False,False,False,False,True,False,False,False,False,False,False
1.17,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
2.95,False,False,False,False,False,True,False,False,False,False,False,False
3.7,False,False,False,False,False,True,False,False,False,False,False,False
2.45,False,False,False,False,False,True,False,False,False,False,False,False
0.45,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.0,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
10.52,False,False,False,False,False,True,False,False,False,False,False,False
11.58,False,False,False,False,False,True,False,False,False,False,False,False
8.02,False,False,False,False,False,True,False,False,False,False,False,False
5.279999999999999,False,False,False,False,False,True,False,False,False,False,False,False
0.05,False,False,False,False,False,True,False,False,False,False,False,False
0.22999999999999998,False,False,False,False,False,True,False,False,False,False,False,False
14.450000000000001,False,False,False,False,False,True,False,False,False,False,False,False
14.450000000000001,False,False,False,False,False,True,False,False,False,False,False,False
9.950000000000001,False,False,False,False,False,True,False,False,False,False,False,False
7.25,False,False,False,False,False,False,True,False,False,False,False,False
4.41,False,False,False,False,False,False,True,False,False,False,False,False
0.25,False,False,False,False,False,False,True,False,False,False,False,False
0.05,False,False,False,False,False,False,True,False,False,False,False,False
0.05,False,False,False,False,False,False,True,False,False,False,False,False
0.05,False,False,False,False,False,False,True,False,False,False,False,False
0.95,False,False,False,False,False,False,True,False,False,False,False,False
0.05,False,False,False,False,False,False,True,False,False,False,False,False
